Tiempo_s,Velocidad_kmh,Deceleracion_ms2,Energia_Disipada_kJ,Tipo_Frenado,Temperatura_Ambiente_C
126,0.0,0.0,0.0,Reposo,29.58
127,0.0,0.0,0.0,Reposo,29.576666666666668
128,0.0,0.0,0.0,Reposo,29.573333333333334
129,0.0,0.0,0.0,Reposo,29.57
130,0.0,0.0,0.0,Reposo,29.566666666666666
131,0.0,0.0,0.0,Reposo,29.563333333333333
132,0.0,0.0,0.0,Reposo,29.56
133,0.0,0.0,0.0,Reposo,29.556666666666665
134,0.0,0.0,0.0,Reposo,29.553333333333335
135,0.0,0.0,0.0,Reposo,29.55
136,0.0,0.0,0.0,Reposo,29.546666666666667
137,0.0,0.0,0.0,Reposo,29.543333333333333
138,0.0,0.0,0.0,Reposo,29.54
139,0.0,0.0,0.0,Reposo,29.536666666666665
140,0.0,0.0,0.0,Reposo,29.533333333333335
141,0.0,0.0,0.0,Reposo,29.53
142,0.0,0.0,0.0,Reposo,29.526666666666667
143,0.0,0.0,0.0,Reposo,29.523333333333333
144,0.0,0.0,0.0,Reposo,29.52
145,0.0,0.0,0.0,Reposo,29.516666666666666
146,0.0,0.0,0.0,Reposo,29.513333333333332
147,0.0,0.0,0.0,Reposo,29.51
148,0.0,0.0,0.0,Reposo,29.506666666666668
149,0.0,0.0,0.0,Reposo,29.503333333333334
150,0.0,0.0,0.0,Reposo,29.5
151,0.0,0.0,0.0,Reposo,29.496666666666666
152,0.0,0.0,0.0,Reposo,29.493333333333332
153,0.0,0.0,0.0,Reposo,29.49
154,0.0,0.0,0.0,Reposo,29.486666666666668
155,0.0,0.0,0.0,Reposo,29.483333333333334
156,0.0,0.0,0.0,Reposo,29.48
157,0.0,0.0,0.0,Reposo,29.476666666666667
158,0.0,0.0,0.0,Reposo,29.473333333333333
159,0.0,0.0,0.0,Reposo,29.47
160,0.0,0.0,0.0,Reposo,29.466666666666665
161,0.0,0.0,0.0,Reposo,29.463333333333335
162,0.0,0.0,0.0,Reposo,29.46
163,0.0,0.0,0.0,Reposo,29.456666666666667
164,0.0,0.0,0.0,Reposo,29.453333333333333
165,0.0,0.0,0.0,Reposo,29.45
166,0.0,0.0,0.0,Reposo,29.446666666666665
167,0.0,0.0,0.0,Reposo,29.44333333333333
168,0.0,0.0,0.0,Reposo,29.44
169,0.0,0.0,0.0,Reposo,29.436666666666667
170,0.0,0.0,0.0,Reposo,29.433333333333334
171,0.0,0.0,0.0,Reposo,29.43
172,0.0,0.0,0.0,Reposo,29.426666666666666
173,0.0,0.0,0.0,Reposo,29.423333333333332
174,0.0,0.0,0.0,Reposo,29.42
175,0.0,0.0,0.0,Reposo,29.416666666666668
176,0.0,0.0,0.0,Reposo,29.413333333333334
177,0.0,0.0,0.0,Reposo,29.41
178,0.0,0.0,0.0,Reposo,29.406666666666666
179,0.0,0.0,0.0,Reposo,29.403333333333332
180,0.0,0.0,0.0,Reposo,29.4
181,0.0,0.0,0.0,Reposo,29.39666666666667
182,0.0,0.0,0.0,Reposo,29.393333333333334
183,0.0,0.0,0.0,Reposo,29.39
184,0.0,0.0,0.0,Reposo,29.386666666666667
185,0.0,0.0,0.0,Reposo,29.383333333333333
186,0.0,0.0,0.0,Reposo,29.38
187,0.0,0.0,0.0,Reposo,29.376666666666665
188,0.0,0.0,0.0,Reposo,29.373333333333335
189,0.0,0.0,0.0,Reposo,29.37
190,0.0,0.0,0.0,Reposo,29.366666666666667
191,0.0,0.0,0.0,Reposo,29.363333333333333
192,0.0,0.0,0.0,Reposo,29.36
193,0.0,0.0,0.0,Reposo,29.356666666666666
194,0.0,0.0,0.0,Reposo,29.35333333333333
195,0.0,0.0,0.0,Reposo,29.35
196,0.0,0.0,0.0,Reposo,29.346666666666668
197,0.0,0.0,0.0,Reposo,29.343333333333334
198,0.0,0.0,0.0,Reposo,29.34
199,0.0,0.0,0.0,Reposo,29.336666666666666
200,0.0,0.0,0.0,Reposo,29.333333333333332
201,0.0,0.0,0.0,Reposo,29.33
202,0.0,0.0,0.0,Reposo,29.326666666666668
203,0.0,0.0,0.0,Reposo,29.323333333333334
204,0.0,0.0,0.0,Reposo,29.32
205,0.0,0.0,0.0,Reposo,29.316666666666666
206,0.0,0.0,0.0,Reposo,29.313333333333333
207,0.0,0.0,0.0,Reposo,29.31
208,0.0,0.0,0.0,Reposo,29.306666666666665
209,0.0,0.0,0.0,Reposo,29.303333333333335
210,0.0,0.0,0.0,Reposo,29.3
211,0.0,0.0,0.0,Reposo,29.296666666666667
212,0.0,0.0,0.0,Reposo,29.293333333333333
213,0.0,0.0,0.0,Reposo,29.29
214,0.0,0.0,0.0,Reposo,29.286666666666665
215,0.0,0.0,0.0,Reposo,29.283333333333335
216,0.0,0.0,0.0,Reposo,29.28
217,0.0,0.0,0.0,Reposo,29.276666666666667
218,0.0,0.0,0.0,Reposo,29.273333333333333
219,0.0,0.0,0.0,Reposo,29.27
220,0.0,0.0,0.0,Reposo,29.266666666666666
221,0.0,0.0,0.0,Reposo,29.263333333333332
222,0.0,0.0,0.0,Reposo,29.26
223,0.0,0.0,0.0,Reposo,29.256666666666668
224,0.0,0.0,0.0,Reposo,29.253333333333334
225,0.0,0.0,0.0,Reposo,29.25
226,0.0,0.0,0.0,Reposo,29.246666666666666
227,0.0,0.0,0.0,Reposo,29.243333333333332
228,0.0,0.0,0.0,Reposo,29.24
229,0.0,0.0,0.0,Reposo,29.236666666666668
230,0.0,0.0,0.0,Reposo,29.233333333333334
231,0.0,0.0,0.0,Reposo,29.23
232,0.0,0.0,0.0,Reposo,29.226666666666667
233,0.0,0.0,0.0,Reposo,29.223333333333333
234,0.0,0.0,0.0,Reposo,29.22
235,0.0,0.0,0.0,Reposo,29.216666666666665
236,0.0,0.0,0.0,Reposo,29.213333333333335
237,0.0,0.0,0.0,Reposo,29.21
238,0.0,0.0,0.0,Reposo,29.206666666666667
239,0.0,0.0,0.0,Reposo,29.203333333333333
240,0.0,0.0,0.0,Reposo,29.2
241,0.0,0.0,0.0,Reposo,29.196666666666665
242,0.0,0.0,0.0,Reposo,29.19333333333333
243,0.0,0.0,0.0,Reposo,29.19
244,0.0,0.0,0.0,Reposo,29.186666666666667
245,0.0,0.0,0.0,Reposo,29.183333333333334
246,0.0,0.0,0.0,Reposo,29.18
247,0.0,0.0,0.0,Reposo,29.176666666666666
248,0.0,0.0,0.0,Reposo,29.173333333333332
249,0.0,0.0,0.0,Reposo,29.17
250,0.0,0.0,0.0,Reposo,29.166666666666668
251,0.0,0.0,0.0,Reposo,29.163333333333334
252,0.0,0.0,0.0,Reposo,29.16
253,0.0,0.0,0.0,Reposo,29.156666666666666
254,0.0,0.0,0.0,Reposo,29.153333333333332
255,0.0,0.0,0.0,Reposo,29.15
256,0.0,0.0,0.0,Reposo,29.14666666666667
257,0.0,0.0,0.0,Reposo,29.143333333333334
258,0.0,0.0,0.0,Reposo,29.14
259,0.0,0.0,0.0,Reposo,29.136666666666667
260,0.0,0.0,0.0,Reposo,29.133333333333333
261,0.0,0.0,0.0,Reposo,29.13
262,0.0,0.0,0.0,Reposo,29.126666666666665
263,0.0,0.0,0.0,Reposo,29.123333333333335
264,0.0,0.0,0.0,Reposo,29.12
265,0.0,0.0,0.0,Reposo,29.116666666666667
266,0.0,0.0,0.0,Reposo,29.113333333333333
267,0.0,0.0,0.0,Reposo,29.11
268,0.0,0.0,0.0,Reposo,29.106666666666666
269,0.0,0.0,0.0,Reposo,29.10333333333333
270,0.0,0.0,0.0,Reposo,29.1
271,0.0,0.0,0.0,Reposo,29.096666666666668
272,0.0,0.0,0.0,Reposo,29.093333333333334
273,0.0,0.0,0.0,Reposo,29.09
274,0.0,0.0,0.0,Reposo,29.086666666666666
275,0.0,0.0,0.0,Reposo,29.083333333333332
276,0.0,0.0,0.0,Reposo,29.08
277,0.0,0.0,0.0,Reposo,29.076666666666668
278,0.0,0.0,0.0,Reposo,29.073333333333334
279,0.0,0.0,0.0,Reposo,29.07
280,0.0,0.0,0.0,Reposo,29.066666666666666
281,0.0,0.0,0.0,Reposo,29.063333333333333
282,0.0,0.0,0.0,Reposo,29.06
283,0.0,0.0,0.0,Reposo,29.056666666666665
284,0.0,0.0,0.0,Reposo,29.053333333333335
285,0.0,0.0,0.0,Reposo,29.05
286,0.0,0.0,0.0,Reposo,29.046666666666667
287,0.0,0.0,0.0,Reposo,29.043333333333333
288,0.0,0.0,0.0,Reposo,29.04
289,0.0,0.0,0.0,Reposo,29.036666666666665
290,0.0,0.0,0.0,Reposo,29.033333333333335
291,0.0,0.0,0.0,Reposo,29.03
292,0.0,0.0,0.0,Reposo,29.026666666666667
293,0.0,0.0,0.0,Reposo,29.023333333333333
294,0.0,0.0,0.0,Reposo,29.02
295,0.0,0.0,0.0,Reposo,29.016666666666666
296,0.0,0.0,0.0,Reposo,29.013333333333332
297,0.0,0.0,0.0,Reposo,29.01
298,0.0,0.0,0.0,Reposo,29.006666666666668
299,0.0,0.0,0.0,Reposo,29.003333333333334
300,80.0,-1.6666666666666665,9.027777777777777,Progresivo,29.0
301,72.5,-1.6666666666666665,9.027777777777777,Progresivo,28.996666666666666
302,65.0,-1.6666666666666665,9.027777777777777,Progresivo,28.993333333333332
303,57.5,-1.6666666666666665,9.027777777777777,Progresivo,28.99
304,50.0,-1.6666666666666665,9.027777777777777,Progresivo,28.986666666666668
305,50.0,0.0,0.0,Crucero,28.983333333333334
306,50.0,0.0,0.0,Crucero,28.98
307,50.0,0.0,0.0,Crucero,28.976666666666667
308,50.0,0.0,0.0,Crucero,28.973333333333333
309,50.0,0.0,0.0,Crucero,28.97
310,50.0,0.0,0.0,Crucero,28.966666666666665
311,50.0,0.0,0.0,Crucero,28.963333333333335
312,50.0,0.0,0.0,Crucero,28.96
313,50.0,0.0,0.0,Crucero,28.956666666666667
314,50.0,0.0,0.0,Crucero,28.953333333333333
315,50.0,0.0,0.0,Crucero,28.95
316,50.0,0.0,0.0,Crucero,28.946666666666665
317,50.0,0.0,0.0,Crucero,28.943333333333335
318,50.0,0.0,0.0,Crucero,28.94
319,50.0,0.0,0.0,Crucero,28.936666666666667
320,50.0,0.0,0.0,Crucero,28.933333333333334
321,50.0,0.0,0.0,Crucero,28.93
322,50.0,0.0,0.0,Crucero,28.926666666666666
323,50.0,0.0,0.0,Crucero,28.923333333333332
324,50.0,0.0,0.0,Crucero,28.92
325,50.0,0.0,0.0,Crucero,28.916666666666668
326,50.0,0.0,0.0,Crucero,28.913333333333334
327,50.0,0.0,0.0,Crucero,28.91
328,50.0,0.0,0.0,Crucero,28.906666666666666
329,50.0,0.0,0.0,Crucero,28.903333333333332
330,50.0,0.0,0.0,Crucero,28.9
331,50.0,0.0,0.0,Crucero,28.89666666666667
332,50.0,0.0,0.0,Crucero,28.893333333333334
333,50.0,0.0,0.0,Crucero,28.89
334,50.0,0.0,0.0,Crucero,28.886666666666667
335,50.0,0.0,0.0,Crucero,28.883333333333333
336,50.0,0.0,0.0,Crucero,28.88
337,50.0,0.0,0.0,Crucero,28.876666666666665
338,50.0,0.0,0.0,Crucero,28.873333333333335
339,50.0,0.0,0.0,Crucero,28.87
340,50.0,0.0,0.0,Crucero,28.866666666666667
341,50.0,0.0,0.0,Crucero,28.863333333333333
342,50.0,0.0,0.0,Crucero,28.86
343,50.0,0.0,0.0,Crucero,28.856666666666666
344,50.0,0.0,0.0,Crucero,28.85333333333333
345,50.0,0.0,0.0,Crucero,28.85
346,50.0,0.0,0.0,Crucero,28.846666666666668
347,50.0,0.0,0.0,Crucero,28.843333333333334
348,50.0,0.0,0.0,Crucero,28.84
349,50.0,0.0,0.0,Crucero,28.836666666666666
350,70.0,-4.861111111111111,14.178240740740739,Progresivo,28.833333333333332
351,46.66666666666667,-4.861111111111111,14.178240740740739,Progresivo,28.83
352,23.333333333333336,-4.861111111111111,14.178240740740739,Progresivo,28.826666666666668
353,23.333333333333336,-4.861111111111111,14.178240740740739,Progresivo,28.823333333333334
354,23.333333333333336,0.0,0.0,Crucero,28.82
355,23.333333333333336,0.0,0.0,Crucero,28.816666666666666
356,23.333333333333336,0.0,0.0,Crucero,28.813333333333333
357,23.333333333333336,0.0,0.0,Crucero,28.81
358,23.333333333333336,0.0,0.0,Crucero,28.806666666666665
359,23.333333333333336,0.0,0.0,Crucero,28.803333333333335
360,23.333333333333336,0.0,0.0,Crucero,28.8
361,23.333333333333336,0.0,0.0,Crucero,28.796666666666667
362,23.333333333333336,0.0,0.0,Crucero,28.793333333333333
363,23.333333333333336,0.0,0.0,Crucero,28.79
364,23.333333333333336,0.0,0.0,Crucero,28.786666666666665
365,23.333333333333336,0.0,0.0,Crucero,28.78333333333333
366,23.333333333333336,0.0,0.0,Crucero,28.78
367,23.333333333333336,0.0,0.0,Crucero,28.776666666666667
368,23.333333333333336,0.0,0.0,Crucero,28.773333333333333
369,23.333333333333336,0.0,0.0,Crucero,28.77
370,23.333333333333336,0.0,0.0,Crucero,28.766666666666666
371,23.333333333333336,0.0,0.0,Crucero,28.763333333333332
372,23.333333333333336,0.0,0.0,Crucero,28.76
373,23.333333333333336,0.0,0.0,Crucero,28.756666666666668
374,23.333333333333336,0.0,0.0,Crucero,28.753333333333334
375,23.333333333333336,0.0,0.0,Crucero,28.75
376,23.333333333333336,0.0,0.0,Crucero,28.746666666666666
377,23.333333333333336,0.0,0.0,Crucero,28.743333333333332
378,23.333333333333336,0.0,0.0,Crucero,28.74
379,23.333333333333336,0.0,0.0,Crucero,28.736666666666668
380,23.333333333333336,0.0,0.0,Crucero,28.733333333333334
381,23.333333333333336,0.0,0.0,Crucero,28.73
382,23.333333333333336,0.0,0.0,Crucero,28.726666666666667
383,23.333333333333336,0.0,0.0,Crucero,28.723333333333333
384,23.333333333333336,0.0,0.0,Crucero,28.72
385,23.333333333333336,0.0,0.0,Crucero,28.716666666666665
386,23.333333333333336,0.0,0.0,Crucero,28.713333333333335
387,23.333333333333336,0.0,0.0,Crucero,28.71
388,23.333333333333336,0.0,0.0,Crucero,28.706666666666667
389,23.333333333333336,0.0,0.0,Crucero,28.703333333333333
390,23.333333333333336,0.0,0.0,Crucero,28.7
391,23.333333333333336,0.0,0.0,Crucero,28.696666666666665
392,23.333333333333336,0.0,0.0,Crucero,28.693333333333335
393,23.333333333333336,0.0,0.0,Crucero,28.69
394,23.333333333333336,0.0,0.0,Crucero,28.686666666666667
395,23.333333333333336,0.0,0.0,Crucero,28.683333333333334
396,23.333333333333336,0.0,0.0,Crucero,28.68
397,23.333333333333336,0.0,0.0,Crucero,28.676666666666666
398,23.333333333333336,0.0,0.0,Crucero,28.673333333333332
399,23.333333333333336,0.0,0.0,Crucero,28.67
400,23.333333333333336,0.0,0.0,Crucero,28.666666666666668
401,23.333333333333336,0.0,0.0,Crucero,28.663333333333334
402,23.333333333333336,0.0,0.0,Crucero,28.66
403,23.333333333333336,0.0,0.0,Crucero,28.656666666666666
404,23.333333333333336,0.0,0.0,Crucero,28.653333333333332
405,23.333333333333336,0.0,0.0,Crucero,28.65
406,23.333333333333336,0.0,0.0,Crucero,28.64666666666667
407,23.333333333333336,0.0,0.0,Crucero,28.643333333333334
408,23.333333333333336,0.0,0.0,Crucero,28.64
409,23.333333333333336,0.0,0.0,Crucero,28.636666666666667
410,23.333333333333336,0.0,0.0,Crucero,28.633333333333333
411,23.333333333333336,0.0,0.0,Crucero,28.63
412,23.333333333333336,0.0,0.0,Crucero,28.626666666666665
413,23.333333333333336,0.0,0.0,Crucero,28.623333333333335
414,23.333333333333336,0.0,0.0,Crucero,28.62
415,23.333333333333336,0.0,0.0,Crucero,28.616666666666667
416,23.333333333333336,0.0,0.0,Crucero,28.613333333333333
417,23.333333333333336,0.0,0.0,Crucero,28.61
418,23.333333333333336,0.0,0.0,Crucero,28.606666666666666
419,23.333333333333336,0.0,0.0,Crucero,28.60333333333333
420,23.333333333333336,0.0,0.0,Crucero,28.6
421,23.333333333333336,0.0,0.0,Crucero,28.596666666666668
422,23.333333333333336,0.0,0.0,Crucero,28.593333333333334
423,23.333333333333336,0.0,0.0,Crucero,28.59
424,23.333333333333336,0.0,0.0,Crucero,28.586666666666666
425,23.333333333333336,0.0,0.0,Crucero,28.583333333333332
426,23.333333333333336,0.0,0.0,Crucero,28.58
427,23.333333333333336,0.0,0.0,Crucero,28.576666666666668
428,23.333333333333336,0.0,0.0,Crucero,28.573333333333334
429,23.333333333333336,0.0,0.0,Crucero,28.57
430,23.333333333333336,0.0,0.0,Crucero,28.566666666666666
431,23.333333333333336,0.0,0.0,Crucero,28.563333333333333
432,23.333333333333336,0.0,0.0,Crucero,28.56
433,23.333333333333336,0.0,0.0,Crucero,28.556666666666665
434,23.333333333333336,0.0,0.0,Crucero,28.553333333333335
435,23.333333333333336,0.0,0.0,Crucero,28.55
436,23.333333333333336,0.0,0.0,Crucero,28.546666666666667
437,23.333333333333336,0.0,0.0,Crucero,28.543333333333333
438,23.333333333333336,0.0,0.0,Crucero,28.54
439,23.333333333333336,0.0,0.0,Crucero,28.536666666666665
440,23.333333333333336,0.0,0.0,Crucero,28.53333333333333
441,23.333333333333336,0.0,0.0,Crucero,28.53
442,23.333333333333336,0.0,0.0,Crucero,28.526666666666667
443,23.333333333333336,0.0,0.0,Crucero,28.523333333333333
444,23.333333333333336,0.0,0.0,Crucero,28.52
445,23.333333333333336,0.0,0.0,Crucero,28.516666666666666
446,23.333333333333336,0.0,0.0,Crucero,28.513333333333332
447,23.333333333333336,0.0,0.0,Crucero,28.51
448,23.333333333333336,0.0,0.0,Crucero,28.506666666666668
449,23.333333333333336,0.0,0.0,Crucero,28.503333333333334
450,23.333333333333336,0.0,0.0,Crucero,28.5
451,23.333333333333336,0.0,0.0,Crucero,28.496666666666666
452,23.333333333333336,0.0,0.0,Crucero,28.493333333333332
453,23.333333333333336,0.0,0.0,Crucero,28.49
454,23.333333333333336,0.0,0.0,Crucero,28.486666666666668
455,23.333333333333336,0.0,0.0,Crucero,28.483333333333334
456,23.333333333333336,0.0,0.0,Crucero,28.48
457,23.333333333333336,0.0,0.0,Crucero,28.476666666666667
458,23.333333333333336,0.0,0.0,Crucero,28.473333333333333
459,23.333333333333336,0.0,0.0,Crucero,28.47
460,23.333333333333336,0.0,0.0,Crucero,28.466666666666665
461,23.333333333333336,0.0,0.0,Crucero,28.463333333333335
462,23.333333333333336,0.0,0.0,Crucero,28.46
463,23.333333333333336,0.0,0.0,Crucero,28.456666666666667
464,23.333333333333336,0.0,0.0,Crucero,28.453333333333333
465,23.333333333333336,0.0,0.0,Crucero,28.45
466,23.333333333333336,0.0,0.0,Crucero,28.446666666666665
467,23.333333333333336,0.0,0.0,Crucero,28.44333333333333
468,23.333333333333336,0.0,0.0,Crucero,28.44
469,23.333333333333336,0.0,0.0,Crucero,28.436666666666667
470,23.333333333333336,0.0,0.0,Crucero,28.433333333333334
471,23.333333333333336,0.0,0.0,Crucero,28.43
472,23.333333333333336,0.0,0.0,Crucero,28.426666666666666
473,23.333333333333336,0.0,0.0,Crucero,28.423333333333332
474,23.333333333333336,0.0,0.0,Crucero,28.42
475,23.333333333333336,0.0,0.0,Crucero,28.416666666666668
476,23.333333333333336,0.0,0.0,Crucero,28.413333333333334
477,23.333333333333336,0.0,0.0,Crucero,28.41
478,23.333333333333336,0.0,0.0,Crucero,28.406666666666666
479,23.333333333333336,0.0,0.0,Crucero,28.403333333333332
480,23.333333333333336,0.0,0.0,Crucero,28.4
481,23.333333333333336,0.0,0.0,Crucero,28.39666666666667
482,23.333333333333336,0.0,0.0,Crucero,28.393333333333334
483,23.333333333333336,0.0,0.0,Crucero,28.39
484,23.333333333333336,0.0,0.0,Crucero,28.386666666666667
485,23.333333333333336,0.0,0.0,Crucero,28.383333333333333
486,23.333333333333336,0.0,0.0,Crucero,28.38
487,23.333333333333336,0.0,0.0,Crucero,28.376666666666665
488,23.333333333333336,0.0,0.0,Crucero,28.373333333333335
489,23.333333333333336,0.0,0.0,Crucero,28.37
490,23.333333333333336,0.0,0.0,Crucero,28.366666666666667
491,23.333333333333336,0.0,0.0,Crucero,28.363333333333333
492,23.333333333333336,0.0,0.0,Crucero,28.36
493,23.333333333333336,0.0,0.0,Crucero,28.356666666666666
494,23.333333333333336,0.0,0.0,Crucero,28.35333333333333
495,23.333333333333336,0.0,0.0,Crucero,28.35
496,23.333333333333336,0.0,0.0,Crucero,28.346666666666668
497,23.333333333333336,0.0,0.0,Crucero,28.343333333333334
498,23.333333333333336,0.0,0.0,Crucero,28.34
499,23.333333333333336,0.0,0.0,Crucero,28.336666666666666
500,23.333333333333336,0.0,0.0,Crucero,28.333333333333332
501,23.333333333333336,0.0,0.0,Crucero,28.33
502,23.333333333333336,0.0,0.0,Crucero,28.326666666666668
503,23.333333333333336,0.0,0.0,Crucero,28.323333333333334
504,23.333333333333336,0.0,0.0,Crucero,28.32
505,23.333333333333336,0.0,0.0,Crucero,28.316666666666666
506,23.333333333333336,0.0,0.0,Crucero,28.313333333333333
507,23.333333333333336,0.0,0.0,Crucero,28.31
508,23.333333333333336,0.0,0.0,Crucero,28.306666666666665
509,23.333333333333336,0.0,0.0,Crucero,28.303333333333335
510,23.333333333333336,0.0,0.0,Crucero,28.3
